NomeProduto,Categoria,Preco
Pasta de Dente,Perfumaria,82.43
Vitamina C 1000mg,Vitaminas,43.1
Creme Anti-idade,Perfumaria,14.08
Band-aid,Perfumaria,54.13
Termômetro Digital,Perfumaria,12.45
Inalador,Remédios,25.3
Suplemento de Vitamina D,Vitaminas,37.71
Suplemento de Magnésio,Vitaminas,77.68
Máscara de Cílios,Perfumaria,47.97
Compressa Fria,Perfumaria,91.29
Band-aid,Perfumaria,56.36
Ibuprofeno 200mg,Remédios,98.56
Termômetro Digital,Perfumaria,9.0
Roupas de Compressão,Perfumaria,61.75
Antialérgico,Remédios,84.78
Fita Adesiva,Perfumaria,58.87
Pomada para Assaduras,Perfumaria,55.96
Desodorante,Perfumaria,98.29
Pomada para Artrose,Remédios,69.47
Cotonetes,Perfumaria,82.13
Termômetro Digital,Perfumaria,77.22
Ibuprofeno 200mg,Remédios,61.84
Antialérgico,Remédios,36.56
Escova de Dente,Perfumaria,41.84
Protetor Solar,Perfumaria,88.48
Desodorante,Perfumaria,29.63
Gel Antisséptico,Perfumaria,86.75
Inalador,Remédios,87.77
Antiácido,Remédios,48.16
Antiácido,Remédios,85.31
Band-aid,Perfumaria,44.56
Escova de Cabelo,Perfumaria,62.63
Termômetro Digital,Perfumaria,38.37
Pomada Antisséptica,Perfumaria,55.6
Inalador,Remédios,88.48
Compressa Fria,Perfumaria,96.84
Suplemento de Magnésio,Vitaminas,11.83
Antibiótico,Remédios,77.41
Lenços Umedecidos,Perfumaria,29.09
Creme para as Mãos,Perfumaria,15.3
Pasta de Dente,Perfumaria,21.09
Lenços Umedecidos,Perfumaria,82.68
Xarope para Tosse,Remédios,22.21
Protetor Solar,Perfumaria,24.22
Máscara de Cílios,Perfumaria,93.3
Anti-inflamatório,Remédios,38.61
Fraldas Descartáveis,Perfumaria,85.61
Suplemento de Cálcio,Vitaminas,98.3
Ibuprofeno 200mg,Remédios,66.93
Creme Hidratante,Perfumaria,67.81
Band-aid,Perfumaria,86.93
Escova de Cabelo,Perfumaria,6.38
Roupas de Compressão,Perfumaria,67.76
Antibiótico,Remédios,91.64
Xarope para Tosse,Remédios,8.26
Colírio,Remédios,92.11
Colágeno em Pó,Vitaminas,29.07
Soro Fisiológico,Remédios,81.12
Colágeno em Pó,Vitaminas,35.66
Colírio,Remédios,21.54
Pomada Antisséptica,Perfumaria,97.74
Lenços Umedecidos,Perfumaria,26.61
Pomada para Assaduras,Perfumaria,8.71
Pomada para Artrose,Remédios,51.56
Aspirina 500mg,Remédios,42.03
Protetor Solar,Perfumaria,58.15
Pasta de Dente,Perfumaria,22.64
Cotonetes,Perfumaria,69.82
Ibuprofeno 200mg,Remédios,91.05
Anti-inflamatório,Remédios,86.31
Creme Anti-idade,Perfumaria,9.42
Ibuprofeno 200mg,Remédios,76.16
Protetor Labial,Perfumaria,67.0
Pomada para Artrose,Remédios,48.51
Desodorante,Perfumaria,89.4
Suplemento de Cálcio,Vitaminas,57.92
Creme Anti-idade,Perfumaria,78.56
Creme Hidratante,Perfumaria,5.67
Fita Adesiva,Perfumaria,21.2
Protetor Labial,Perfumaria,72.31
Cotonetes,Perfumaria,55.94
Suplemento de Cálcio,Vitaminas,38.28
Termômetro Digital,Perfumaria,80.08
Escova de Dente,Perfumaria,40.19
Gaze Esterilizada,Perfumaria,59.38
Suplemento de Ômega 3,Vitaminas,12.87
Band-aid,Perfumaria,23.86
Creme Anti-idade,Perfumaria,86.26
Antiácido,Remédios,52.62
Máscara de Cílios,Perfumaria,7.41
Termômetro de Infravermelho,Perfumaria,56.82
Pasta de Dente,Perfumaria,55.0
Protetor Labial,Perfumaria,6.06
Paracetamol 500mg,Remédios,73.0
Escova de Cabelo,Perfumaria,81.9
Gel Antisséptico,Perfumaria,51.05
Colágeno em Pó,Vitaminas,58.86
Antialérgico,Remédios,90.45
Ibuprofeno 200mg,Remédios,34.36
Colágeno em Pó,Vitaminas,87.8
Protetor Solar,Perfumaria,47.51
Soro Fisiológico,Remédios,48.94
Lentes de Contato,Perfumaria,85.42
Termômetro de Infravermelho,Perfumaria,77.35
Creme para as Mãos,Perfumaria,27.83
Compressa Fria,Perfumaria,43.84
Protetor Solar,Perfumaria,55.95
Desodorante,Perfumaria,41.67
Aspirina 500mg,Remédios,63.74
Roupas de Compressão,Perfumaria,8.03
Vitamina C 1000mg,Vitaminas,57.43
Suplemento de Ômega 3,Vitaminas,54.24
Pomada para Artrose,Remédios,73.05
Creme para as Mãos,Perfumaria,20.8
Anti-inflamatório,Remédios,90.31
Lenços Umedecidos,Perfumaria,81.53
Creme Hidratante,Perfumaria,96.85
Creme Anti-idade,Perfumaria,43.28
Pomada para Artrose,Remédios,33.59
Colágeno em Pó,Vitaminas,15.66
Suplemento de Magnésio,Vitaminas,41.76
Suplemento de Vitamina D,Vitaminas,8.3
Inalador,Remédios,84.5
Ibuprofeno 200mg,Remédios,22.42
Pasta de Dente,Perfumaria,13.45
Pasta de Dente,Perfumaria,48.43
Termômetro Digital,Perfumaria,5.17
Cotonetes,Perfumaria,88.95
Termômetro Digital,Perfumaria,10.04
Pomada para Artrose,Remédios,68.86
Antifúngico,Remédios,80.67
Cotonetes,Perfumaria,99.5
Xarope para Tosse,Remédios,82.49
Lenços Umedecidos,Perfumaria,91.44
Protetor Labial,Perfumaria,98.64
Compressa Fria,Perfumaria,45.81
Antiácido,Remédios,79.95
Fraldas Descartáveis,Perfumaria,63.08
Compressa Fria,Perfumaria,22.71
Compressa Fria,Perfumaria,15.71
Creme para as Mãos,Perfumaria,18.69
Suplemento de Cálcio,Vitaminas,50.0
Ibuprofeno 200mg,Remédios,53.87
Escova de Dente,Perfumaria,26.62
Pasta de Dente,Perfumaria,99.87
Antialérgico,Remédios,27.03
Roupas de Compressão,Perfumaria,94.3
Ibuprofeno 200mg,Remédios,16.44
Roupas de Compressão,Perfumaria,76.11
Cotonetes,Perfumaria,75.38
Pomada Antisséptica,Perfumaria,20.93
Escova de Cabelo,Perfumaria,18.84
Suplemento de Vitamina D,Vitaminas,31.26
Fita Adesiva,Perfumaria,67.56
Vitamina C 1000mg,Vitaminas,95.65
Paracetamol 500mg,Remédios,77.84
Creme Hidratante,Perfumaria,48.07
Pasta de Dente,Perfumaria,40.04
Xarope para Tosse,Remédios,22.22
Cotonetes,Perfumaria,14.74
Desodorante,Perfumaria,52.76
Pomada Antisséptica,Perfumaria,89.05
Aspirina 500mg,Remédios,31.62
Suplemento de Ômega 3,Vitaminas,68.82
Creme para as Mãos,Perfumaria,43.28
Colágeno em Pó,Vitaminas,33.07
Cotonetes,Perfumaria,37.16
Creme Anti-idade,Perfumaria,85.38
Compressa Fria,Perfumaria,60.58
Antialérgico,Remédios,41.84
Antibiótico,Remédios,23.36
Pomada para Assaduras,Perfumaria,54.53
Pasta de Dente,Perfumaria,24.18
Creme Hidratante,Perfumaria,83.95
Anti-inflamatório,Remédios,80.86
Pomada para Artrose,Remédios,79.16
Soro Fisiológico,Remédios,13.37
Paracetamol 500mg,Remédios,65.83
Anti-inflamatório,Remédios,91.18
Band-aid,Perfumaria,19.89
Compressa Fria,Perfumaria,84.39
Soro Fisiológico,Remédios,30.67
Suplemento de Ômega 3,Vitaminas,82.84
Fita Adesiva,Perfumaria,87.47
Termômetro Digital,Perfumaria,87.22
Desodorante,Perfumaria,76.48
Termômetro Digital,Perfumaria,27.56
Creme Hidratante,Perfumaria,75.79
Creme Anti-idade,Perfumaria,41.88
Antifúngico,Remédios,38.84
Vitamina C 1000mg,Vitaminas,84.85
Suplemento de Magnésio,Vitaminas,7.82
Antibiótico,Remédios,32.37
Suplemento de Magnésio,Vitaminas,28.16
Suplemento de Cálcio,Vitaminas,58.06
Roupas de Compressão,Perfumaria,95.85
Gaze Esterilizada,Perfumaria,10.32
Xarope para Tosse,Remédios,62.67
Creme Anti-idade,Perfumaria,61.43
Suplemento de Magnésio,Vitaminas,68.2
Escova de Dente,Perfumaria,68.9
Antifúngico,Remédios,90.06
Antiácido,Remédios,36.86
Cotonetes,Perfumaria,70.75
Termômetro de Infravermelho,Perfumaria,84.79
Paracetamol 500mg,Remédios,89.55
Gaze Esterilizada,Perfumaria,34.64
Suplemento de Vitamina D,Vitaminas,95.77
Pomada para Assaduras,Perfumaria,10.55
Colírio,Remédios,16.67
Gaze Esterilizada,Perfumaria,29.65
Suplemento de Ômega 3,Vitaminas,8.51
Paracetamol 500mg,Remédios,78.04
Máscara de Cílios,Perfumaria,14.13
Lentes de Contato,Perfumaria,70.47
Suplemento de Magnésio,Vitaminas,14.61
Roupas de Compressão,Perfumaria,53.7
Creme Anti-idade,Perfumaria,87.34
Fita Adesiva,Perfumaria,73.17
Cotonetes,Perfumaria,92.68
Pomada para Assaduras,Perfumaria,87.14
Escova de Dente,Perfumaria,61.03
Cotonetes,Perfumaria,25.26
Escova de Dente,Perfumaria,76.5
Paracetamol 500mg,Remédios,64.3
Fita Adesiva,Perfumaria,96.99
Suplemento de Ômega 3,Vitaminas,79.18
Colágeno em Pó,Vitaminas,68.65
Suplemento de Cálcio,Vitaminas,79.93
Inalador,Remédios,94.22
Suplemento de Magnésio,Vitaminas,46.05
Antialérgico,Remédios,88.86
Protetor Solar,Perfumaria,6.25
Pasta de Dente,Perfumaria,6.01
Antiácido,Remédios,37.04
Roupas de Compressão,Perfumaria,24.78
Roupas de Compressão,Perfumaria,16.78
Xarope para Tosse,Remédios,91.76
Antifúngico,Remédios,82.26
Creme para as Mãos,Perfumaria,39.01
Pomada para Artrose,Remédios,7.22
Antiácido,Remédios,9.35
Antibiótico,Remédios,21.53
Compressa Fria,Perfumaria,49.65
Creme Anti-idade,Perfumaria,5.72
Gel Antisséptico,Perfumaria,16.51
Anti-inflamatório,Remédios,14.11
Protetor Labial,Perfumaria,94.19
Creme para as Mãos,Perfumaria,63.64
Antibiótico,Remédios,15.01
Gel Antisséptico,Perfumaria,68.02
Antiácido,Remédios,22.19
Creme Anti-idade,Perfumaria,68.55
Paracetamol 500mg,Remédios,42.55
Soro Fisiológico,Remédios,24.31
Lenços Umedecidos,Perfumaria,77.43
Desodorante,Perfumaria,53.78
Colírio,Remédios,6.41
Lentes de Contato,Perfumaria,96.32
Suplemento de Magnésio,Vitaminas,67.61
Pomada para Artrose,Remédios,79.16
Pomada para Artrose,Remédios,74.47
Escova de Dente,Perfumaria,39.82
Antifúngico,Remédios,21.7
Band-aid,Perfumaria,70.92
Antialérgico,Remédios,34.91
Creme Anti-idade,Perfumaria,98.01
Escova de Cabelo,Perfumaria,81.01
Creme para as Mãos,Perfumaria,7.56
Lenços Umedecidos,Perfumaria,73.07
Gel Antisséptico,Perfumaria,12.11
Fraldas Descartáveis,Perfumaria,20.97
Pasta de Dente,Perfumaria,5.8
Inalador,Remédios,35.74
Soro Fisiológico,Remédios,17.87
Suplemento de Cálcio,Vitaminas,38.7
Pasta de Dente,Perfumaria,36.53
Termômetro Digital,Perfumaria,71.9
Aspirina 500mg,Remédios,43.95
Suplemento de Vitamina D,Vitaminas,27.95
Colágeno em Pó,Vitaminas,44.32
Termômetro Digital,Perfumaria,43.75
Creme Hidratante,Perfumaria,6.24
Pomada para Artrose,Remédios,65.44
Pomada para Assaduras,Perfumaria,67.76
Colágeno em Pó,Vitaminas,45.29
Pasta de Dente,Perfumaria,62.05
Anti-inflamatório,Remédios,7.97
Antiácido,Remédios,41.0
Band-aid,Perfumaria,16.64
Protetor Labial,Perfumaria,80.55
Antiácido,Remédios,99.82
Paracetamol 500mg,Remédios,97.3
Antibiótico,Remédios,52.92
Pomada para Assaduras,Perfumaria,25.3
Gaze Esterilizada,Perfumaria,84.65
Termômetro Digital,Perfumaria,40.15
Antibiótico,Remédios,11.93
Xarope para Tosse,Remédios,34.09
Soro Fisiológico,Remédios,18.75
Protetor Labial,Perfumaria,16.0
Vitamina C 1000mg,Vitaminas,42.27
Suplemento de Cálcio,Vitaminas,22.89
Pomada para Artrose,Remédios,43.27
Cotonetes,Perfumaria,81.11
Cotonetes,Perfumaria,14.38
Pomada para Artrose,Remédios,29.25
Suplemento de Vitamina D,Vitaminas,7.28
Suplemento de Ômega 3,Vitaminas,18.46
Creme Hidratante,Perfumaria,50.6
Gel Antisséptico,Perfumaria,13.5
Lentes de Contato,Perfumaria,93.84
Protetor Solar,Perfumaria,97.42
Termômetro de Infravermelho,Perfumaria,67.68
Antiácido,Remédios,13.72
Pomada Antisséptica,Perfumaria,18.73
Escova de Cabelo,Perfumaria,5.13
Antiácido,Remédios,86.44
Gaze Esterilizada,Perfumaria,66.99
Antibiótico,Remédios,16.45
Termômetro de Infravermelho,Perfumaria,69.3
Gaze Esterilizada,Perfumaria,97.24
Creme Anti-idade,Perfumaria,75.84
Paracetamol 500mg,Remédios,42.89
Fraldas Descartáveis,Perfumaria,74.57
Antialérgico,Remédios,37.82
Paracetamol 500mg,Remédios,36.2
Escova de Dente,Perfumaria,10.46
Desodorante,Perfumaria,45.55
Roupas de Compressão,Perfumaria,50.63
Protetor Solar,Perfumaria,47.76
Aspirina 500mg,Remédios,30.31
Soro Fisiológico,Remédios,71.69
Colágeno em Pó,Vitaminas,64.34
Colírio,Remédios,29.81
Pomada para Artrose,Remédios,63.14
Antiácido,Remédios,66.03
Roupas de Compressão,Perfumaria,48.81
Colágeno em Pó,Vitaminas,84.23
Suplemento de Magnésio,Vitaminas,94.54
Colírio,Remédios,41.65
Colírio,Remédios,55.57
Termômetro de Infravermelho,Perfumaria,67.94
Fita Adesiva,Perfumaria,12.57
Pasta de Dente,Perfumaria,79.38
Colágeno em Pó,Vitaminas,55.56
Creme Anti-idade,Perfumaria,79.19
Gel Antisséptico,Perfumaria,80.6
Roupas de Compressão,Perfumaria,58.59
Suplemento de Magnésio,Vitaminas,6.3
Colírio,Remédios,86.73
Xarope para Tosse,Remédios,30.91
Band-aid,Perfumaria,81.69
Inalador,Remédios,42.33
Gaze Esterilizada,Perfumaria,49.53
Suplemento de Magnésio,Vitaminas,74.71
Creme para as Mãos,Perfumaria,11.45
Gel Antisséptico,Perfumaria,45.55
Suplemento de Cálcio,Vitaminas,23.68
Lentes de Contato,Perfumaria,20.96
Anti-inflamatório,Remédios,40.26
Creme Anti-idade,Perfumaria,78.18
Pomada para Assaduras,Perfumaria,81.74
Colírio,Remédios,97.96
Protetor Solar,Perfumaria,26.74
Creme Anti-idade,Perfumaria,79.7
Ibuprofeno 200mg,Remédios,54.16
Creme Anti-idade,Perfumaria,87.68
Inalador,Remédios,23.66
Soro Fisiológico,Remédios,71.54
Creme Hidratante,Perfumaria,60.37
Escova de Dente,Perfumaria,31.9
Escova de Dente,Perfumaria,62.28
Xarope para Tosse,Remédios,36.6
Suplemento de Vitamina D,Vitaminas,82.2
Fita Adesiva,Perfumaria,6.67
Fita Adesiva,Perfumaria,18.24
Creme Hidratante,Perfumaria,8.15
Compressa Fria,Perfumaria,85.48
Inalador,Remédios,40.52
Suplemento de Cálcio,Vitaminas,27.54
Creme Hidratante,Perfumaria,43.09
Compressa Fria,Perfumaria,77.21
Creme para as Mãos,Perfumaria,38.17
Antiácido,Remédios,76.55
Compressa Fria,Perfumaria,23.21
Pomada para Assaduras,Perfumaria,97.62
Pasta de Dente,Perfumaria,6.31
Lentes de Contato,Perfumaria,91.23
Termômetro de Infravermelho,Perfumaria,93.37
Pomada para Assaduras,Perfumaria,40.22
Lenços Umedecidos,Perfumaria,75.21
Antifúngico,Remédios,25.66
Inalador,Remédios,38.66
Pomada Antisséptica,Perfumaria,43.09
Anti-inflamatório,Remédios,34.36
Antifúngico,Remédios,55.95
Suplemento de Ômega 3,Vitaminas,14.93
Pomada para Artrose,Remédios,85.59
Protetor Labial,Perfumaria,12.67
Termômetro Digital,Perfumaria,85.18
Lenços Umedecidos,Perfumaria,27.11
Pomada para Artrose,Remédios,23.94
Antiácido,Remédios,39.25
Creme Hidratante,Perfumaria,57.15
Soro Fisiológico,Remédios,96.77
Gaze Esterilizada,Perfumaria,53.33
Compressa Fria,Perfumaria,13.89
Creme Hidratante,Perfumaria,11.61
Suplemento de Ômega 3,Vitaminas,36.75
Antiácido,Remédios,56.94
Soro Fisiológico,Remédios,39.58
Vitamina C 1000mg,Vitaminas,6.87
Compressa Fria,Perfumaria,96.12
Colágeno em Pó,Vitaminas,84.01
Fraldas Descartáveis,Perfumaria,67.16
Pasta de Dente,Perfumaria,28.75
Pomada Antisséptica,Perfumaria,17.19
Antibiótico,Remédios,79.91
Protetor Labial,Perfumaria,31.65
Lentes de Contato,Perfumaria,7.44
Escova de Cabelo,Perfumaria,40.21
Colírio,Remédios,9.61
Creme Anti-idade,Perfumaria,76.15
Cotonetes,Perfumaria,51.17
Band-aid,Perfumaria,31.98
Fraldas Descartáveis,Perfumaria,67.66
Termômetro Digital,Perfumaria,74.16
Creme para as Mãos,Perfumaria,21.3
Lenços Umedecidos,Perfumaria,95.13
Cotonetes,Perfumaria,40.76
Antiácido,Remédios,15.26
Escova de Dente,Perfumaria,72.04
Ibuprofeno 200mg,Remédios,89.23
Antiácido,Remédios,12.59
Antifúngico,Remédios,49.25
Antiácido,Remédios,96.1
Soro Fisiológico,Remédios,37.76
Suplemento de Cálcio,Vitaminas,65.21
Anti-inflamatório,Remédios,81.84
Inalador,Remédios,97.0
Pasta de Dente,Perfumaria,85.91
Fita Adesiva,Perfumaria,85.51
Antifúngico,Remédios,43.88
Creme para as Mãos,Perfumaria,97.85
Protetor Solar,Perfumaria,16.21
Suplemento de Cálcio,Vitaminas,66.4
Protetor Solar,Perfumaria,82.45
Compressa Fria,Perfumaria,80.63
Máscara de Cílios,Perfumaria,20.21
Anti-inflamatório,Remédios,36.72
Suplemento de Cálcio,Vitaminas,13.65
Suplemento de Ômega 3,Vitaminas,71.85
Escova de Dente,Perfumaria,28.88
Suplemento de Ômega 3,Vitaminas,61.59
Antialérgico,Remédios,39.11
Suplemento de Magnésio,Vitaminas,93.97
Suplemento de Ômega 3,Vitaminas,46.2
Desodorante,Perfumaria,46.51
Antialérgico,Remédios,29.78
Lenços Umedecidos,Perfumaria,36.42
Escova de Cabelo,Perfumaria,48.85
Termômetro Digital,Perfumaria,92.34
Creme Hidratante,Perfumaria,89.73
Fraldas Descartáveis,Perfumaria,53.8
Antialérgico,Remédios,55.03
Ibuprofeno 200mg,Remédios,10.79
Xarope para Tosse,Remédios,35.68
Inalador,Remédios,75.02
Gel Antisséptico,Perfumaria,10.39
Soro Fisiológico,Remédios,15.79
Band-aid,Perfumaria,25.0
Fita Adesiva,Perfumaria,62.72
Termômetro Digital,Perfumaria,35.94
Suplemento de Magnésio,Vitaminas,49.54
Fita Adesiva,Perfumaria,20.38
Antifúngico,Remédios,41.7
Fita Adesiva,Perfumaria,92.69
Escova de Cabelo,Perfumaria,43.64
Anti-inflamatório,Remédios,35.42
Gaze Esterilizada,Perfumaria,61.66
Antiácido,Remédios,62.97
Colágeno em Pó,Vitaminas,60.7
Roupas de Compressão,Perfumaria,87.81
Gaze Esterilizada,Perfumaria,15.83
Protetor Solar,Perfumaria,58.64
Gaze Esterilizada,Perfumaria,86.72
Anti-inflamatório,Remédios,34.35
Creme Anti-idade,Perfumaria,99.79
Pomada para Assaduras,Perfumaria,52.92
Antibiótico,Remédios,75.58
Anti-inflamatório,Remédios,61.05
Band-aid,Perfumaria,19.16
Colágeno em Pó,Vitaminas,59.68
Compressa Fria,Perfumaria,43.66
Roupas de Compressão,Perfumaria,47.76
Suplemento de Ômega 3,Vitaminas,50.29
Xarope para Tosse,Remédios,19.75
Termômetro de Infravermelho,Perfumaria,15.87
Termômetro de Infravermelho,Perfumaria,22.48
Cotonetes,Perfumaria,76.74
Protetor Labial,Perfumaria,77.2
Antiácido,Remédios,62.64
Pasta de Dente,Perfumaria,32.53
Termômetro de Infravermelho,Perfumaria,20.21
Roupas de Compressão,Perfumaria,35.75
Soro Fisiológico,Remédios,20.76
Escova de Dente,Perfumaria,19.82
Termômetro Digital,Perfumaria,31.21
Creme Hidratante,Perfumaria,89.71
Vitamina C 1000mg,Vitaminas,82.31
Pomada para Artrose,Remédios,22.79
Ibuprofeno 200mg,Remédios,83.67
Máscara de Cílios,Perfumaria,12.69
Anti-inflamatório,Remédios,73.58
Creme Hidratante,Perfumaria,50.2
Creme Anti-idade,Perfumaria,71.59
Compressa Fria,Perfumaria,80.64
Pomada para Artrose,Remédios,71.22
Antibiótico,Remédios,20.45
Soro Fisiológico,Remédios,63.3
Compressa Fria,Perfumaria,47.33
Aspirina 500mg,Remédios,12.99
Pomada para Artrose,Remédios,47.09
Suplemento de Magnésio,Vitaminas,84.64
Colágeno em Pó,Vitaminas,60.01
Band-aid,Perfumaria,75.18
Pomada Antisséptica,Perfumaria,60.37
Antialérgico,Remédios,79.54
Colágeno em Pó,Vitaminas,41.78
Colírio,Remédios,24.59
Protetor Solar,Perfumaria,81.96
Escova de Dente,Perfumaria,67.97
Compressa Fria,Perfumaria,24.54
Pomada Antisséptica,Perfumaria,44.87
Colágeno em Pó,Vitaminas,57.33
Creme Anti-idade,Perfumaria,16.93
Pomada Antisséptica,Perfumaria,65.76
Anti-inflamatório,Remédios,30.32
Antialérgico,Remédios,76.71
Máscara de Cílios,Perfumaria,79.16
Gel Antisséptico,Perfumaria,49.51
Suplemento de Magnésio,Vitaminas,84.98
Creme para as Mãos,Perfumaria,96.66
Termômetro Digital,Perfumaria,31.13
Pasta de Dente,Perfumaria,20.54
Compressa Fria,Perfumaria,84.65
Pasta de Dente,Perfumaria,55.99
Desodorante,Perfumaria,38.51
Máscara de Cílios,Perfumaria,35.94
Vitamina C 1000mg,Vitaminas,94.27
Cotonetes,Perfumaria,41.96
Suplemento de Cálcio,Vitaminas,15.16
Máscara de Cílios,Perfumaria,35.64
Escova de Cabelo,Perfumaria,38.27
Fraldas Descartáveis,Perfumaria,51.47
Creme para as Mãos,Perfumaria,28.83
Antiácido,Remédios,32.95
Suplemento de Vitamina D,Vitaminas,10.08
Aspirina 500mg,Remédios,64.26
Pomada para Assaduras,Perfumaria,59.7
Pomada para Artrose,Remédios,47.77
Pomada para Assaduras,Perfumaria,78.59
Máscara de Cílios,Perfumaria,61.89
Termômetro de Infravermelho,Perfumaria,40.11
Suplemento de Ômega 3,Vitaminas,42.74
Antiácido,Remédios,67.65
Pomada Antisséptica,Perfumaria,79.5
Desodorante,Perfumaria,6.67
Protetor Solar,Perfumaria,48.71
Fita Adesiva,Perfumaria,45.9
Protetor Solar,Perfumaria,85.99
Colírio,Remédios,92.25
Antibiótico,Remédios,8.22
Colírio,Remédios,79.58
Protetor Solar,Perfumaria,75.66
Gaze Esterilizada,Perfumaria,46.41
Suplemento de Ômega 3,Vitaminas,14.05
Colírio,Remédios,18.95
Desodorante,Perfumaria,74.06
Anti-inflamatório,Remédios,60.98
Pomada para Assaduras,Perfumaria,88.63
Protetor Solar,Perfumaria,86.49
Lenços Umedecidos,Perfumaria,71.81
Anti-inflamatório,Remédios,63.35
Soro Fisiológico,Remédios,65.12
Aspirina 500mg,Remédios,88.23
Lenços Umedecidos,Perfumaria,91.52
Cotonetes,Perfumaria,78.08
Fraldas Descartáveis,Perfumaria,38.22
Colágeno em Pó,Vitaminas,16.33
Xarope para Tosse,Remédios,76.82
Máscara de Cílios,Perfumaria,40.64
Anti-inflamatório,Remédios,18.36
Inalador,Remédios,17.76
Roupas de Compressão,Perfumaria,15.33
Protetor Solar,Perfumaria,22.8
Gaze Esterilizada,Perfumaria,60.92
Pomada para Assaduras,Perfumaria,67.93
Termômetro Digital,Perfumaria,96.18
Pomada para Assaduras,Perfumaria,29.77
Termômetro de Infravermelho,Perfumaria,35.64
Compressa Fria,Perfumaria,39.13
Ibuprofeno 200mg,Remédios,30.47
Lenços Umedecidos,Perfumaria,92.42
Protetor Labial,Perfumaria,84.92
Termômetro Digital,Perfumaria,29.77
Termômetro Digital,Perfumaria,71.98
Fraldas Descartáveis,Perfumaria,74.17
Pasta de Dente,Perfumaria,85.59
Vitamina C 1000mg,Vitaminas,69.21
Creme Hidratante,Perfumaria,49.93
Colírio,Remédios,28.8
Creme para as Mãos,Perfumaria,78.08
Xarope para Tosse,Remédios,11.03
Antialérgico,Remédios,50.48
Suplemento de Magnésio,Vitaminas,7.44
Creme para as Mãos,Perfumaria,57.69
Protetor Labial,Perfumaria,28.34
Aspirina 500mg,Remédios,81.56
Máscara de Cílios,Perfumaria,58.69
Antiácido,Remédios,63.01
Pomada para Artrose,Remédios,55.7
Antibiótico,Remédios,9.39
Pasta de Dente,Perfumaria,18.11
Ibuprofeno 200mg,Remédios,50.44
Cotonetes,Perfumaria,23.36
Colírio,Remédios,5.75
Colágeno em Pó,Vitaminas,84.65
Suplemento de Magnésio,Vitaminas,57.22
Antiácido,Remédios,7.12
Pomada para Assaduras,Perfumaria,94.94
Paracetamol 500mg,Remédios,99.13
Inalador,Remédios,56.15
Fraldas Descartáveis,Perfumaria,97.09
Termômetro de Infravermelho,Perfumaria,17.15
Gel Antisséptico,Perfumaria,17.69
Fita Adesiva,Perfumaria,86.44
